dataset,file,label
CASME2,data_raw\CASME2\disgust\reg_img92 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img92.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img93.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img94.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img95.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (38).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img96.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (38).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img97.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (38).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img98.jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (10).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (11).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (12).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (13).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (14).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (15).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (16).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (17).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (18).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (19).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (2).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (20).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (21).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (22).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (23).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (24).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (25).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (26).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (27).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (28).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (29).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (3).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (30).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (31).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (32).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (33).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (34).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (35).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (36).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (37).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (38).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (4).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (5).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (6).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (7).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (8).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99 (9).jpg,disgust
CASME2,data_raw\CASME2\disgust\reg_img99.jpg,disgust
CASME2,data_raw\CASME2\fear\reg_img100.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img101.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img102.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img103.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img104.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img105.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img106.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img107.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img108.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img109.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img11.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img110.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img111.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img112.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img113.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img114.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img115.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img116.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img117.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img118.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img119.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img12.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img120.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img121.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img122.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img123.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img124.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img125.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img126.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img127.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img128.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img129.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img13.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img130.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img131.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img14.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img15.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img16.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img17.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img18.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img19.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img20.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img21.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img22.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img23.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img24.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img25.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img26.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img27.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img28.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img29.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img30.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img31.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img32.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img33.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img34.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img35.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img36.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img37.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img38.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img39.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img40.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img41.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img42.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img43.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img44.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img45.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img46.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img47.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img48.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img49.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img50.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img51.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img52.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img53.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img54.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img55.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img56.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img57.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img58.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img59.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img60.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img61.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img62.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img63.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img64.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img65.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img66.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img67.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img68.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img69.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img70.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img71 (2).jpg,fear
CASME2,data_raw\CASME2\fear\reg_img71.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img72 (2).jpg,fear
CASME2,data_raw\CASME2\fear\reg_img72.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img73 (2).jpg,fear
CASME2,data_raw\CASME2\fear\reg_img73.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img74 (2).jpg,fear
CASME2,data_raw\CASME2\fear\reg_img74.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img75 (2).jpg,fear
CASME2,data_raw\CASME2\fear\reg_img75.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img76 (2).jpg,fear
CASME2,data_raw\CASME2\fear\reg_img76.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img77.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img78.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img79.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img80.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img81.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img82.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img83.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img84.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img85.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img86.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img87.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img88.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img89.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img90.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img91.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img92.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img93.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img94.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img95.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img96.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img97.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img98.jpg,fear
CASME2,data_raw\CASME2\fear\reg_img99.jpg,fear
CASME2,data_raw\CASME2\happiness\reg_img10 (2).jpg,happiness
CASME2,data_raw\CASME2\happiness\reg_img10.jpg,happiness
CASME2,data_raw\CASME2\happiness\reg_img100 (10).jpg,happiness
